-1545;1499;6827;-9405;7471;9494;-360;933;-3996;-5880;-3065;-8396;7579;7945;-5964;4630;3781;6648;5495;6583
-8107;3885;-5468;3902;-7446;-5270;-6774;1467;835;9761;-3889;4739;-1367;-8082;-2369;-6396;8937;4675;-6440;-7481
-4473;-1127;6373;-3571;-5334;3499;-2429;3603;227;4242;481;3164;-8051;2585;6437;-1914;5460;324;-2356;4776
-3262;9282;2313;-8272;6433;-1353;-3280;9397;2458;-2512;-9960;-6904;-2941;-5647;-6055;-6089;-8101;8979;5650;6188
2094;1169;4273;-9330;-2555;2523;7124;-8414;-5534;-500;-6284;9253;4699;-9814;-4031;5528;243;-7819;4274;9136
7221;407;3507;2208;2492;-597;5763;-7237;-1939;8678;-8863;-4822;1012;5021;3616;-6347;7599;6092;1487;-458
4120;8667;3897;8729;8017;6162;-3391;-4459;8420;-97;-8519;-9742;6044;2550;-2492;-2576;317;9553;-2740;6238
-4112;-1111;-7885;-3752;7792;-5449;5612;-6526;2596;-220;-4176;1112;2413;-8135;8230;-865;8031;4730;-6118;9823
8932;131;3360;95;3434;-6825;-2034;6576;-4350;-9816;7245;6552;4345;8925;-746;8329;-8932;5259;-879;2622
-2006;5376;8687;1989;2905;-2931;6811;-1541;2584;2306;-7731;2545;7394;6644;-558;9790;-209;4261;9763;-1804
-6075;-6443;4777;7385;-5915;3634;3005;3292;-1372;-1407;-8057;-3058;-2712;-1537;-3770;6672;8766;2013;7745;-8018
4753;-6824;-5389;-5286;4120;-1236;1128;-6376;-884;3486;1323;-3509;-3994;-2512;-8643;193;8108;-5770;3323;-5338
6161;8626;-5793;-8691;-1103;3726;4003;-5584;9511;557;-4066;360;6876;-9791;4522;-7859;-1860;-1101;-9452;-9927
6825;4825;4608;-3294;-3441;-912;1237;-9485;-7226;2467;-7974;-6868;5625;4774;1379;-3282;-1293;5151;1759;5425
-9963;-2504;-2927;7848;-2832;4339;-8607;-2035;3874;-2028;-2477;4611;-9672;-3842;-3308;3040;-82;-6560;7158;1567
-481;8559;-5851;4381;-7580;-1197;1556;-2698;7932;6642;-2042;-4150;804;-3297;-7827;2492;932;-6413;2795;-4365
-4636;-4428;-1450;4975;5729;-5057;-3197;9925;-8212;2086;2116;4518;-3330;1600;6898;-634;-3875;-9089;1855;-7338
3887;5818;1731;2844;-99;3116;5695;3025;-2154;-8920;7047;-130;-3199;-3019;5834;6569;710;-5078;1436;-3571
5755;1325;-3071;113;-8102;1894;-7011;4118;7032;3916;-6216;-296;-4416;-8718;9715;-4414;6261;-5102;4733;-7327
-4362;-1139;5038;3937;4002;-5670;6418;-2395;-3462;7874;8045;-2971;-2355;451;-9571;-7407;120;2613;4105;2398
-2374;5193;6486;-898;2436;6607;4094;-1967;5642;-4743;9836;3579;-9966;-4623;3600;4718;-3961;-1589;-260;2894
2923;-5730;-5064;-5550;5591;5868;-5445;4479;-2813;-7094;-8280;9152;-66;8768;2665;-9202;6796;4869;-4594;4773
-8672;-2384;-5787;3385;-6319;-2766;2205;-4359;2589;3237;6545;-3576;-5085;-7872;-8998;3428;-5040;-1205;-5393;-7878
994;8440;-5347;-4411;5018;1675;-2024;2777;-9716;7849;-8478;-8721;-9194;2424;-1795;-2105;-4979;7235;6731;3408
8399;-3066;990;6419;-1209;-9160;6206;3549;-1309;9173;7610;8916;3936;9325;7428;4432;-9880;-9363;-3964;4139
-894;-8987;8413;8456;-8810;-7340;-7103;-3803;-1411;5850;-4699;-4940;5360;9695;-9512;2782;-965;-4526;7687;-4383
6843;-2421;9630;9575;-7524;-1416;3059;-1444;3926;-4792;7928;1439;-9864;4818;597;7420;9461;-6025;-6960;9604
