-7865;-1951;7687;6260;1823;2775;8284;-9091;1429;-8336;-2511;2815;1196;-1812;3559;5445;-1203;8460;1159;7874
-2427;6858;-5652;6915;-315;7327;9129;2499;-2114;9285;-5387;4106;2051;2425;1568;1741;8647;-898;375;-4200
-3838;9989;-1714;-1870;-386;-5510;-6083;46;2337;-7265;-4972;5121;-2746;-6195;-8493;-3973;773;7209;-964;-2201
2892;7247;-6533;-838;-8125;7355;8078;9478;-3101;5506;-9024;-1388;-1849;-4548;1176;4243;7353;6089;-7010;-6330
-8693;-6406;-4881;-8512;1877;8739;4664;9573;-4750;-3635;-5121;-1384;950;9238;-2142;3957;-7883;-5823;3419;-7637
3516;6569;-5497;-3991;2693;-5283;80;-8548;-7840;-8926;-6991;5757;-8781;-3233;5668;2718;5894;-8642;6173;-2524
5730;-3927;-7900;-5328;-6524;-1878;1321;2809;-4361;-7618;996;6915;532;1395;-4877;3845;-7217;-2952;-5134;-7000
-7242;9945;-3281;-1584;5125;3363;1356;-3742;7444;-2502;-8534;-1614;-8835;680;6257;2411;7538;-4379;-8616;-8497
301;5240;8432;9993;-6650;9565;7181;-3165;-3585;-3439;1557;5854;5388;-5911;-8730;-593;-2685;-448;9211;9981
-1888;-6726;8626;-3570;-9376;-5804;-1979;-5995;-7827;217;-7002;-1015;-880;-271;-2574;8008;1371;-3903;3503;-1752
-1836;8953;4924;5559;8397;-5066;6524;-4739;-2141;-1875;6963;5102;-6525;8815;-6736;-9959;6238;7686;9142;-4533
2159;-7262;5556;-5030;-1237;8889;2585;6734;-7091;-4219;-901;-3520;-728;7169;9222;-7634;4686;2377;-1360;-8382
6108;-270;9730;7686;3296;1108;-6551;7796;-7110;-2975;2161;2887;-391;8777;3278;9834;-2803;-2265;2769;8311
-5534;-1477;3761;-5303;-3816;3420;6083;8160;-6565;7897;-3150;-9516;-9801;835;659;-6161;-3802;-2650;2214;-2001
1846;2845;-2421;4592;-3705;6615;6268;-61;8865;-745;-5950;-9212;-3794;-6637;-3029;2400;7713;-1414;3223;3766
2819;5298;-7724;-6133;-9462;6255;-2806;8281;1893;-1414;9192;5742;821;2151;-422;-400;1086;-3395;2206;-8302
9565;6732;-9193;7794;-4940;4463;-9090;-6596;-6635;-6506;3344;5115;-8991;6140;-3687;-6255;6803;8601;-5730;-7410
2495;5981;-2870;-2533;6951;-2282;652;7460;6268;2275;-2487;-8053;-1909;640;-2065;1531;5832;-3028;-1836;7379
-5527;-7539;-7418;-3025;6332;-4264;739;-6214;-7573;9153;-8514;2422;-6597;-4278;-4035;-2794;-5507;4712;-2146;4610
-9911;-7504;8080;8058;6586;8632;-7142;4407;2636;3580;3143;7311;5331;367;-1131;9817;8236;-5065;-6606;1257
-7853;1992;4111;1335;6824;-8372;9521;-2180;-4147;-3901;-5928;-1704;-5320;-4057;-3703;-1883;-6027;1574;8128;1217
-7783;6950;3087;5674;4950;5750;-9808;-7058;7732;3896;9360;-1153;-9841;4627;-6037;-6160;6070;7018;7163;2342
193;-4972;9230;-5014;5222;5541;4023;1864;2202;-4599;-2433;4394;-8083;-337;-3225;-3372;6760;-5617;6518;409
3025;-1920;-5825;-7423;-2249;-2843;3577;1627;1024;5386;-6427;-7496;3073;3822;9690;-8990;-4391;-2388;9933;-5450
2438;8303;3828;5867;-7631;-1244;-2223;2308;3938;-3126;5691;-5417;9804;1850;4495;-9863;4842;-6423;1036;-5520
3392;2490;5392;-2032;7435;9903;9195;-6608;-550;3470;4314;-5984;-5746;1181;-6243;-5200;-6445;-1846;-6932;-3589
2662;-7441;3987;8694;-5601;9177;-8023;-6776;6210;-2199;4224;-5666;-7898;-322;-5764;9581;-9464;-7247;7095;-2942
-2940;-5206;9090;779;4657;-9368;-9236;-9830;6768;4516;8036;-8445;-5608;-2294;1688;8944;2237;1686;-2423;8685
6111;9879;-4284;6133;3262;-4558;-1104;575;2295;8876;-402;-2558;7465;-9814;-7493;-6883;-2204;3106;-2595;-3208
-2045;-2316;-803;-9589;-382;5381;868;-2540;-8029;7392;7986;5200;-4716;786;6840;649;-9697;9085;-8501;1273
-738;8838;-8361;6465;4377;4419;2160;-7297;2120;-8410;-2170;-2672;4588;2862;7997;3280;2737;64;-7607;4555
2745;-189;7233;-8722;-3862;-504;2342;-5851;9073;-7799;2626;-5169;-9281;8784;6926;-6991;-9124;-839;3089;1105
-3871;-7672;919;-2561;-5748;819;-6273;-9896;-47;-4385;8542;-2184;7917;56;7172;-7488;384;8361;8933;3667
3417;5714;-1872;5160;-6367;-2872;9148;8117;7720;1823;1758;3001;-6368;-1375;8875;-7015;9744;2149;-8760;-2262
-3993;-9353;-2347;-70;-4417;-6481;-7689;8779;8728;-9287;-3987;7487;-4206;2336;-3915;330;9454;8456;8159;-815
-3843;-7128;765;-9563;-2322;-5453;-2569;-6282;8226;5152;-7334;2411;9333;7905;3931;5386;-2975;3066;-988;-8392
-3000;7393;1363;549;2772;4157;-7063;2431;3511;-3901;-4286;5120;1362;6200;-759;-5481;7357;5559;-450;-2887
3152;-2601;5690;-8946;-6989;-707;-1485;4774;1971;-6579;4326;-9439;-368;8005;5106;6791;1748;7112;8344;-5603
2325;-8389;4552;-2540;7288;-7973;3572;3357;-104;-6914;-2464;-2777;-3241;-8570;3729;518;6520;-6347;5937;7468
2852;5206;-3193;1256;-1105;3135;-9306;-2748;3816;3327;-4922;5550;-5332;9019;-9445;1499;-4938;-3037;-2437;5644
418;-6359;-6018;7151;-3788;-8499;4457;-9564;618;-3106;184;3448;-8667;-8467;6614;-7293;5120;1155;2970;-5467
3402;-7590;8318;2392;1715;1599;-1480;-9177;1400;-5063;-5191;723;5625;-8499;5520;-339;-5648;-1531;-6472;3910
-1397;-9404;4718;-8411;-2782;-2613;-967;-9377;-313;-7768;-2952;1598;-5592;9158;-1816;3615;8351;-2000;2481;390
-9710;2727;-8919;-7652;-8091;473;-3139;9696;3083;-8665;-3907;-8915;6475;-813;166;-2579;-9767;4982;4239;831
7432;489;8232;2097;-3982;2500;-1610;7901;2116;-354;4890;-9320;5254;-6627;6857;8529;-2133;-407;-213;-6233
-4126;-9444;7446;-5332;-9284;-7920;-2629;-9122;-6895;-3214;-591;8265;-8429;-1319;-4487;-6033;5842;7323;-9982;-3475
4558;-360;-6421;-1334;-2858;9797;-8752;-1995;-6150;-8690;4359;-8853;-9043;-4903;-6118;-5189;-9188;-7508;-4875;-4486
-2915;4810;-1691;6364;6580;6883;8049;-4266;-1244;-8829;6136;-986;-8878;322;-2902;-1527;1763;8076;3266;136
-7999;-9524;2224;-5594;1591;3795;-7113;4677;6996;9683;-2268;1618;-4153;6074;4417;-4635;7445;8685;-3614;-2555
-45;-6741;5748;-2332;8934;4446;-7770;-6917;-1657;-2894;6968;-7454;9536;-9529;3881;-530;4603;-75;7016;-6400
