636;997;7771;4558;1094;-9984;2390;6026;9141;-2317;-4337;5018;9998;9347;5466;6573;-2736;1521;-1953;1045
-4895;-5397;4526;7570;-5575;-7875;8000;7845;-7190;8428;-5150;-5251;-3604;3786;-2905;-396;1261;9984;2599;9240
-9461;-2919;-5900;3724;-2880;-6120;-7311;-1057;-9651;8663;-6598;-6745;-9219;4060;-2413;-6081;2600;-6224;2462;1715
5;9081;-8689;1272;1882;9286;-4362;-9384;-6140;-4802;-3020;9294;565;7058;4888;7143;7943;-4362;6379;4169
4249;-4033;5236;3435;8148;-1031;2864;-7264;1554;8745;4316;112;2866;-8615;5199;-2943;2169;-5447;-8459;-294
733;5283;-8718;2196;-7499;-5677;9596;-4517;-7511;8368;2125;3649;-6149;211;6107;8445;-8276;198;4713;5420
-3653;4443;1723;-3780;-8570;-3754;-5819;-208;-9311;-415;6645;-2240;-8451;-6121;6494;-9895;7889;5353;3629;1784
-1019;-9041;-6167;-5765;4888;-808;-4876;-7047;-5636;299;3310;316;658;9432;6042;-3005;-9221;-6412;3087;5525
-7651;1557;9484;-6091;8327;-749;6866;-8625;-9075;-9980;5956;8876;-4962;-2794;-1256;7856;-7064;10000;219;-7782
283;-719;2267;8145;-7868;-6729;-5040;-7031;-4105;7499;2547;-4044;5921;8435;7159;-4517;-5516;-3203;-8308;-6075
-4705;8269;7723;-4785;-6439;3194;-1846;-205;-1645;4860;-5699;-2828;-2401;9916;-9785;2280;3304;-7672;1579;4068
3642;6876;8447;3657;3186;-8878;4907;5484;-7735;-302;9512;4580;9582;1351;-6864;-5314;-4469;4061;-7432;5176
7021;751;6579;4676;9449;-1255;7929;4056;-8225;1901;6715;6851;9293;-5802;8803;-2452;343;4144;1819;-1095
-8226;9047;2039;3728;-3206;7967;1660;-6186;-8197;7979;752;-4785;6643;-4283;-5954;-2388;7084;-9625;6317;1924
5708;-8580;-2414;-9686;-3885;1463;3311;-3361;-3670;-5481;-633;-7721;9434;-5181;7988;9506;3279;7331;1430;-3422
7128;6241;2737;5779;-8342;-4219;-9288;5857;-3480;-2550;6798;-4511;3050;-4811;9297;-9075;-6848;-6699;-9820;7466
-9163;4810;-1269;-2636;9637;-7523;3306;1959;-5569;4988;2280;2420;8364;-5543;-6054;-1912;-9580;-6986;-1932;8747
-2832;-2001;-7035;-2807;8432;4730;-1814;4040;3792;-3337;-9699;8755;-3885;7510;-4017;-6316;9031;6548;-7997;7454
-991;9550;-4266;3875;-2762;-4929;8018;3460;-3127;5478;8952;1952;6234;-7207;9650;-9972;9423;-5892;8609;6003
